date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-13 20:02:13,inCouragesports,,0,0,0,"#Oscars2020 still has us talking movies this week. And the best baseball movie is...",,,#Oscars2020,1228046738025598977,https://twitter.com/inCouragesports/status/1228046738025598977
2020-02-13 19:50:12,MadeinNY,,0,1,0,"Celebrate #BlackHistoryMonth with a special ""Movies Under the Stars"" screening of #Oscars-nominated @HarrietFilm tomorrow at BK's Brownsville Playground! #BHM",,@HarrietFilm,#BlackHistoryMonth #BlackHistoryMonth #Oscars #BHM #BHM,1228043717044580352,https://twitter.com/MadeinNY/status/1228043717044580352
2020-02-13 19:49:02,NextBestPicture,,90,9,100,"WEEKLY POLL: “Who Is Your Favorite Best Supporting Actor Oscar Winner Of The Decade?”

VOTE HERE: https://www.nextbestpicture.com/the-polls.html

#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter",,,#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter,1228043422117847041,https://twitter.com/NextBestPicture/status/1228043422117847041
2020-02-13 19:48:24,ShutDa_Ur_Mouth,,0,1,0,"@ParasiteMovie’s #Oscars winning effect 2 :
- Parasite’s box office ranking: No.4 (USA), No.3 (Japan)
- Vietnam, Indonesia, Turkey re-released Parasite
- Parasite break the record of Non-English films box office record in the UK
- Taiwan re-focusing Taiwan’s castella business",,@ParasiteMovie,#Oscars,1228043262558003200,https://twitter.com/ShutDa_Ur_Mouth/status/1228043262558003200
2020-02-13 19:30:04,atl_movies,,0,1,2,"Last week we talked through Best Picture nominees, and this week we're recapping some of the most exciting and surprising moments of the evening. 
Catch up on it all through the blog... #blog #Oscars #highlights 

https://buff.ly/2SIlSkY",,,#blog #Oscars #highlights,1228038651113852932,https://twitter.com/atl_movies/status/1228038651113852932
2020-02-13 19:20:40,GeertBaeke,,1,0,0,"Am I the only one who didn't like Parasite? https://www.imdb.com/title/tt6751668/ #movies #oscars",,,#movies #oscars,1228036285308293120,https://twitter.com/GeertBaeke/status/1228036285308293120
2020-02-13 19:18:57,NextBestPicture,,44,6,60,"WEEKLY POLL: “Which Is Your Favorite Best Adapted Screenplay Oscar Winner Of The Decade?”

VOTE HERE: https://www.nextbestpicture.com/the-polls.html

#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter",,,#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter,1228035850165944321,https://twitter.com/NextBestPicture/status/1228035850165944321
2020-02-13 18:55:41,NextBestPicture,,53,9,66,"WEEKLY POLL: “Which Is Your Favorite Best Original Screenplay Oscar Winner Of The Decade?”

VOTE HERE: https://www.nextbestpicture.com/the-polls.html

#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter",,,#Oscars #AcademyAwards #Movies #Film #Cinema #NBPpolls #FilmTwitter,1228029997056655361,https://twitter.com/NextBestPicture/status/1228029997056655361
2020-02-13 18:31:03,AidaTheRogue,,0,0,0,"My 1917 Story https://youtu.be/2wZDQM9vtr8  #oscars     
 #movies #history #1917TheMovie #Oscars2020    
 #sammendes #1917Movie",,,#oscars #movies #history #1917TheMovie #Oscars2020 #sammendes #1917Movie,1228023796302405632,https://twitter.com/AidaTheRogue/status/1228023796302405632
2020-02-13 18:24:13,NicAlden,,0,3,8,"Parasite won Best Picture, can we please add more anime movies to Best Animation? How did Boss Baby win and Your Name didn't get nominated??? #oscars ",,,#oscars,1228022077812244480,https://twitter.com/NicAlden/status/1228022077812244480
2020-02-13 18:03:25,Sinest3sia,,0,0,0,"#Parasite la peli que arrasó en los #oscars2020 ¿Cuál fue tu escena favorita?    #cine #movies #cinecoreano",,,#Parasite #oscars2020 #cine #movies #cinecoreano,1228016843878785026,https://twitter.com/Sinest3sia/status/1228016843878785026
2020-02-13 17:59:25,cosytraveler,,0,0,0,"Very Early Predictions for Oscars 2021 https://visualreviewer.wordpress.com/2020/02/13/very-early-predictions-for-oscars-2021/ via @cosytraveler #movies #Oscars #2021",,@cosytraveler,#movies #Oscars,1228015835559727105,https://twitter.com/cosytraveler/status/1228015835559727105
2020-02-13 17:38:00,nerdflixchill,,0,0,0,"JoJo Rabbit is a Funny, Endearing and Important Anti-Hate Satire. Here is our podcast discussion of the film.
http://traffic.libsyn.com/nerdflix/NFC.171.mp3

#JoJoRabbit #Movies #Podcast #AcademyAwards #Oscars2020",,,#JoJoRabbit #Movies #Podcast #AcademyAwards #Oscars2020,1228010445765738502,https://twitter.com/nerdflixchill/status/1228010445765738502
2020-02-13 17:06:56,StewartsCare,,0,2,12,"Throwback to last year to when we held our own #AcademyAwards night celebrating cinema and all our favourite movies! There was a dinner and red-carpet and everything! #throwbackthursday #oscars ",,,#AcademyAwards #throwbackthursday #oscars,1228002628883435520,https://twitter.com/StewartsCare/status/1228002628883435520
2020-02-13 17:02:18,ToplessRobo,,0,0,0,"Did you miss this week's podcast? https://soo.nr/GhnO  #oscars #parasite #onceuponatimeinhollywood #jojorabbit #taikawaititi #scarlettjohansson #harkins #1917 #southkorea #academyawards #redcarpet #hollywood #movies #podcast",,,#oscars #parasite #onceuponatimeinhollywood #jojorabbit #taikawaititi #scarlettjohansson #harkins #southkorea #academyawards #redcarpet #hollywood #movies #podcast,1228001461801537538,https://twitter.com/ToplessRobo/status/1228001461801537538
2020-02-13 17:02:04,WriteMovies,,0,1,1,"Superhero films continue to get more recognition, with JOKER picking up Best Original Score and Best Actor for Joaquin Phoenix's performance. Will the trend continue?
#oscars #joker #movies #Hollywood",,,#oscars #joker #movies #Hollywood,1228001404180213761,https://twitter.com/WriteMovies/status/1228001404180213761
2020-02-13 16:59:54,ODParlayHour,,0,3,2,"On this #ODPH, the panel talks #BirdsOfPrey Review/#dccomics #cw Recap/And the #Oscars goes to?, promos from @cheerstocomics &amp; @NerdsWithFriend, plus more #movies #tv &amp; #comics! #podnation #PodernFamily #PodcastHQ #shareashow #bop #HarleyQuinnBirdsofPrey",,@cheerstocomics @NerdsWithFriend,#ODPH #BirdsOfPrey #dccomics #cw #Oscars #movies #tv #comics #podnation #PodernFamily #PodcastHQ #shareashow #bop #HarleyQuinnBirdsofPrey,1228000856907317248,https://twitter.com/ODParlayHour/status/1228000856907317248
2020-02-13 16:11:55,makavelli2329,,0,0,0,"No likes is better then 50.

#memes #matrix #Amazon #ballislife #movies #religion #mankind #viral #viralvideos #celebrity #HOLLYWOOD #mars #spacex #ripkobe #jordan #Kobe #LeBron #Detroit #challenge #tiktok #beastmode #Grammy #celebrity #Hollywood #viral
#oscars ",,,#memes #matrix #Amazon #ballislife #movies #religion #mankind #viral #viralvideos #celebrity #HOLLYWOOD #mars #spacex #ripkobe #jordan #Kobe #LeBron #Detroit #challenge #tiktok #beastmode #Grammy #celebrity #Hollywood #viral #oscars,1227988781334245379,https://twitter.com/makavelli2329/status/1227988781334245379
2020-02-13 15:51:48,DXDONMEGA,,0,0,0,"Listen to ""Fantabulous"" by @AmIOnTheAir w. @DXDONMEGA  http://amiontheair.weebly.com/latest-episode.html #TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC #1",,@AmIOnTheAir @DXDONMEGA,#TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC,1227983719631245313,https://twitter.com/DXDONMEGA/status/1227983719631245313
2020-02-13 15:51:41,AmIOnTheAir,,0,0,0,"Listen to ""Fantabulous"" by @AmIOnTheAir w. @DXDONMEGA  http://amiontheair.weebly.com/latest-episode.html #TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC #1",,@AmIOnTheAir @DXDONMEGA,#TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC,1227983689390247937,https://twitter.com/AmIOnTheAir/status/1227983689390247937
2020-02-13 15:48:23,TBTPodcast,,0,0,0,"NEW SHOW! We recap this year's #Oscars and break down our Top 10 Movies of 2019! LISTEN NOW!

Apple Podcasts: http://apple.co/2C30RHP
Libsyn Media: http://bit.ly/2FTpD2t",,,#Oscars,1227982859950022657,https://twitter.com/TBTPodcast/status/1227982859950022657
2020-02-13 15:46:47,axencat,,0,0,2,"Frankly my dear, I don't give a floof  

#oscars #fancy #movies #operagloves #hollywood #weeklyfluff #sundayvibes #catsofinstagram #cat #catlife #catlover #cats #catstagram #catoftheday #catlovers #catsagrem",,,#oscars #fancy #movies #operagloves #hollywood #weeklyfluff #sundayvibes #catsofinstagram #cat #catlife #catlover #cats #catstagram #catoftheday #catlovers #catsagrem,1227982459716788225,https://twitter.com/axencat/status/1227982459716788225
2020-02-13 15:45:29,LDDpodcast,,0,1,2,"  New Podcast! ""Parasite, Kobe &amp; Coronavirus"" on @Spreaker #chinese #culture #discrimination #disease #diversity #entertainment #health #history #inclusion #korean #lakers #movies #oscars #racism #sports",,@spreaker,#chinese #culture #discrimination #disease #diversity #entertainment #health #history #inclusion #korean #lakers #movies #oscars #racism #sports,1227982130166272003,https://twitter.com/LDDpodcast/status/1227982130166272003
2020-02-13 15:25:07,minutesover,,0,0,0,"If the #oscars are worried about a lack of interest and viewership then maybe they consider making better movies. How about fewer remakes, super hero (same thing over and over) and series films. Try making..... something original. #movies #disney #mgm #sony #WarnerBros #universal",,,#oscars #movies #disney #mgm #sony #WarnerBros #universal,1227977005053960194,https://twitter.com/minutesover/status/1227977005053960194
2020-02-13 15:00:03,ChurchLifeND,,1,0,4,"#Sacramentality on the Western Front 
by @gardennoem of @grottonetwork
https://churchlifejournal.nd.edu/articles/sacramentality-on-the-western-front/#.XkVkNI9rPeo.twitter
#Catholictwitter #ThursdayThoughts #Catholic #ThursdayMotivation #religion #thursdaymorning #theology #1917 #cinema #film #movies #oscars",,@GrottoNetwork,#Sacramentality #Catholictwitter #ThursdayThoughts #Catholic #ThursdayMotivation #religion #thursdaymorning #theology #cinema #film #movies #oscars,1227970698418774017,https://twitter.com/ChurchLifeND/status/1227970698418774017
2020-02-13 14:37:51,WYFMoviePodcast,,0,0,0,"  New Podcast! ""57: The Hosts of Matt and Todd Go To The Movies"" on @Spreaker #joker #marriagestory #oscars2020 #parasite",,@spreaker,#joker #marriagestory #oscars2020 #parasite,1227965110007844869,https://twitter.com/WYFMoviePodcast/status/1227965110007844869
2020-02-13 14:32:05,petirrojoexacto,,1,0,1,"Ranking the Best Picture Winners of the Decade
#letsplay #Oscars 

1. Parasite
2. Spotlight 
3. Argo
4. The Artist
5. The Shape of Water
6. 12 Years a Slave
7. The King's Speech
8. Moonlight
9. Green Book 
10. Birdman",,,#letsplay #Oscars,1227963658480865281,https://twitter.com/petirrojoexacto/status/1227963658480865281
2020-02-13 14:26:01,Eckospider,WhatTheReelPod,0,0,0,"Ayeee We have an #Oscars2020 Special Episode today!! 
Please take a listen and enjoy! 

#Oscars
#JokerMovie
#parasiteMovie
#Movies
#Film",,,#Oscars2020 #Oscars #JokerMovie #parasiteMovie #Movies #Film,1227962134367277056,https://twitter.com/Eckospider/status/1227962134367277056
2020-02-13 13:52:35,mitch_black4012,,1,0,1,"#Oscars thoughts since I missed them...
- y’all can expect Parasite to be the exception, not the rule
- but congratulations Parasite!
- Greta Gerwig director nom MIA
- My favorite movies never win (Little Women)
- Elsas of the world was neat
- We should stop caring so much about",,,#Oscars,1227953720677236736,https://twitter.com/mitch_black4012/status/1227953720677236736
2020-02-13 13:44:16,futureotforce,,0,2,4,"The @officialcharts | The UK Top Ten (12th February) - by @CarlRoberts2 

This week – fresh off the back of winning two #Oscars #Joker laughs all the way to the number one spot as #DowntonAbbey loses its shine and slips down a place. #Movies 

",,@officialcharts @CarlRoberts2,#Oscars #Joker #DowntonAbbey #Movies,1227951625932877824,https://twitter.com/futureotforce/status/1227951625932877824
2020-02-13 13:43:46,saigewalker33,,0,0,1,"Magic in the air   

#redcarpet #oscars2020 #oscars #tuxedocat #tuxedo #event #film #movies #tv #press #media #team33 #33entertainment #33ent #velvetprozak #vp #series @The Oscars https://www.instagram.com/p/B8gljE3j8UK/?igshid=1j0lwybnftl5",,,#redcarpet #oscars2020 #oscars #tuxedocat #tuxedo #event #film #movies #tv #press #media #team33 #33entertainment #33ent #velvetprozak #vp #series,1227951498975272960,https://twitter.com/saigewalker33/status/1227951498975272960
2020-02-13 13:35:57,Corneilsha1,,0,1,1,"Alex, Donna & More on Joker, Uncut Gems & #Oscars Movies   Black Ink Crew https://youtu.be/m5HaKUm3xtE via @YouTube",,@YouTube,#Oscars,1227949531528146944,https://twitter.com/Corneilsha1/status/1227949531528146944
2020-02-13 12:52:34,gashif3,CathyMohlahlana,0,0,0,"I like how the SA politics operates especially #SONA. It’s way better than the #Oscars. Red carpet followed real movies",,,#SONA #Oscars,1227938614484578304,https://twitter.com/gashif3/status/1227938614484578304
2020-02-13 12:49:20,MDfilmblog,,1,3,2,"Time for a new Mike and Mike Go to the Movies! @MSmithFilmBlog and I talk  #Oscars , BIRDS OF PREY, and plenty more. Check it out.

",,@MSmithFilmBlog,#Oscars,1227937799598477312,https://twitter.com/MDfilmblog/status/1227937799598477312
2020-02-13 12:32:36,Nicki_Mags,,1,1,1,"The Best and Worst of the 2020 Oscar’s – From the Perspective of a Movie Geek by @mybookishbliss #Oscars2020 #Blogger #OpinionPiece #Movies https://readsandreels.com/2020/02/12/the-best-and-worst-of-the-2020-oscars/ via @shanannigans81",,@shanannigans81,#Oscars2020 #Blogger #OpinionPiece #Movies,1227933592191414274,https://twitter.com/Nicki_Mags/status/1227933592191414274
2020-02-13 12:23:40,criskotsu,,0,0,0,"There are amazing movies in different languages, but “language barrier” is so hard for some, who deny themselves of a whole new world of independent and foreign experiences #oscars2020
After ‘Parasite,’ Are Subtitles Still a One-Inch Barrier for Americans? ",,,#oscars2020,1227931340923973632,https://twitter.com/criskotsu/status/1227931340923973632
2020-02-13 11:30:28,alysonle,,2,1,6,"Super Heroes in 2020. Decoding the Oscars smallest viewing so far.
Catch this weeks episode of Silver Screen 
Happy to be back!
#movies #movienews #entertainment #hollywood #music #legends #oscars2020 https://www.instagram.com/p/B8gWS9FHIb4/?igshid=kkgkb04glie4",,,#movies #movienews #entertainment #hollywood #music #legends #oscars2020,1227917955368980480,https://twitter.com/alysonle/status/1227917955368980480
2020-02-13 11:27:43,adinaein,CharlizeAfrica,0,1,5,"The best of the best!
#Oscars #charlizetheron #tomhanks #partytime #movies ",,,#Oscars #charlizetheron #tomhanks #partytime #movies,1227917260616077312,https://twitter.com/adinaein/status/1227917260616077312
2020-02-13 11:06:14,theofisher11,worldofreel,1,2,4,"Take a look at this Joaquin Phoenix ranking I did for @worldofreel #JoaquinPheonix #Joker #Oscars #FilmTwitter",,@worldofreel,#JoaquinPheonix #Joker #Oscars #FilmTwitter,1227911855412252672,https://twitter.com/theofisher11/status/1227911855412252672
2020-02-13 09:50:11,dinkar_rao,,0,1,2,"#BREAKING #BollywoodCelebs #13thMarch2020 #13thMarch #AngreziMedium #IrrfanKhan #Bollywood #ErosInternational #Movies #Oscars2020 ",,,#BREAKING #BollywoodCelebs #13thMarch2020 #13thMarch #AngreziMedium #IrrfanKhan #Bollywood #ErosInternational #Movies #Oscars2020,1227892716161228800,https://twitter.com/dinkar_rao/status/1227892716161228800
2020-02-13 09:00:02,futureotforce,,0,2,2,"#Oscars 2020 | Hardly An Entertaining Evening 

@CarlRoberts2 takes a closer look at the highs and lows of the 2020 Academy Awards ceremony. #Movies 

",,@CarlRoberts2,#Oscars #Movies,1227880097799163904,https://twitter.com/futureotforce/status/1227880097799163904
2020-02-13 07:41:08,QuizzicalQuiz,,0,0,0,"It’s #QuizNight at @GroundedCafeBar #Bedminster in #Bristol! 8pm start for our #Oscars and #Movies #Quiz with pizza vouchers to be won",,@GroundedCafeBar,#QuizNight #Bedminster #Bristol #Oscars #Movies #Quiz,1227860239627759616,https://twitter.com/QuizzicalQuiz/status/1227860239627759616
2020-02-13 07:27:23,AmadeusHazbin,,0,0,0,"Parasite is insane and original. Highly recommend it!  
(Camera: iPhone 6S Plus)
#academyawards #oscars #oscars2020 #academy #awards #bestpicture #movie #movies #film #films #parasite #parasitemovie #amc #amctheaters… https://www.instagram.com/p/B8f6ecrByGX/?igshid=53fq0lwbjmgf",,,#academyawards #oscars #oscars2020 #academy #awards #bestpicture #movie #movies #film #films #parasite #parasitemovie #amc #amctheaters,1227856780564164608,https://twitter.com/AmadeusHazbin/status/1227856780564164608
2020-02-13 06:12:59,DXDONMEGA,,0,0,0,"Listen to ""Fantabulous"" by @AmIOnTheAir w. @DXDONMEGA  http://amiontheair.weebly.com/latest-episode.html #TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC",,@AmIOnTheAir @DXDONMEGA,#TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC,1227838058747199489,https://twitter.com/DXDONMEGA/status/1227838058747199489
2020-02-13 06:12:49,AmIOnTheAir,,0,0,0,"Listen to ""Fantabulous"" by @AmIOnTheAir w. @DXDONMEGA  http://amiontheair.weebly.com/latest-episode.html #TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC",,@AmIOnTheAir @DXDONMEGA,#TV #Movies #Reviews #Oscars #BirdsOfPrey #HarleyQuinn #DC,1227838016409833473,https://twitter.com/AmIOnTheAir/status/1227838016409833473
2020-02-13 05:55:37,EconomicMayhem,,0,0,0,"I am happy a Korean film won #bestPicture at the #oscars but I won't watch it. Likely too stressful. I rarely watch movies. Love the reaction videos on Youtube.",,,#bestPicture #oscars,1227833686504001536,https://twitter.com/EconomicMayhem/status/1227833686504001536
2020-02-13 04:25:02,TGVCinemas,,2,5,12,"Only RM15 to watch these amazing Academy Award Winning movies again in IMAX®!  

What are you waiting for? Get your tickets at #TGVCinemas today: 
http://bit.ly/TGV-Oscars-Joker
http://bit.ly/TGV-Oscars-1917
http://bit.ly/TGV-Oscars-FordvFerrari

#Oscars2020 
#JokerMovie #1917Movie #FordvFerrari",,,#TGVCinemas #Oscars2020 #JokerMovie #1917Movie #FordvFerrari,1227810889270562816,https://twitter.com/TGVCinemas/status/1227810889270562816
2020-02-13 04:10:53,GSMC_Movies,,0,0,0,"Listen to ""GSMC Movie Podcast Episode 152: Oscar Island in Photographs"" by GSMC Podcast Network https://www.spreaker.com/user/gsmc_mma/gsmc-movie-podcast-episode-152-oscar-isl

 #GSMCMoviePodcast #GSMCPodcastNetwork #MovieNews #MovieReviews  #oscars #parasite #natalieportman #inmemoriumtribute #photograph #fantasyisland",,,#GSMCMoviePodcast #GSMCPodcastNetwork #MovieNews #MovieReviews #oscars #parasite #natalieportman #inmemoriumtribute #photograph #fantasyisland,1227807330500132864,https://twitter.com/GSMC_Movies/status/1227807330500132864
2020-02-13 04:00:33,ZADF_ORG,,0,2,2,"Cynthia Erick is set to star in Amblin's thriller Carrier
#Carrier #thriller #movies #Harriet #Oscars
",,,#Carrier #thriller #movies #Harriet #Oscars,1227804727230058498,https://twitter.com/ZADF_ORG/status/1227804727230058498
2020-02-13 03:49:09,talleywacker26,,1,0,2,"Watched @1917 last night with @DerrickUF22 and I have to say......
I'm impressed with the cinematography, story, and emotional roller coaster it sends you on. Thoroughly enjoyed it and want to see more war movies like it. #1917Movie #oscars #5dollartuesdays",,@1917 @DerrickUF22,#1917Movie #oscars #5dollartuesdays,1227801859261423616,https://twitter.com/talleywacker26/status/1227801859261423616
2020-02-13 03:37:44,SPANmag,,0,0,0,"Is #Oscars2020 still on your mind? Then check out this #SPAN article on the @AcademyMuseum of Motion Pictures. Slated to open this year in #LosAngeles, the #museum will celebrate the #art &amp; #science of #movies to inspire, entertain &amp; educate visitors: https://span.state.gov/travel/academy-museum-of-motion-pictures/20190911",,@AcademyMuseum,#Oscars2020 #SPAN #LosAngeles #museum #art #science #movies,1227798986628780038,https://twitter.com/SPANmag/status/1227798986628780038
2020-02-13 03:34:07,KiddK316,,0,0,0,"I'm way more excited for Han being back in the Fast and Furious movies than Parasite winning best picture #FastAndFurious #JusticeForHan #AsianTwitter #Parasite #Oscars",,,#FastAndFurious #JusticeForHan #AsianTwitter #Parasite #Oscars,1227798076758188034,https://twitter.com/KiddK316/status/1227798076758188034
2020-02-13 03:19:58,thewrongdayik,,0,2,3,"https://podcasts.apple.com/us/podcast/the-strange-harbors-podcast/id1480920164#episodeGuid=StrangeHarbors.podbean.com%2Fa6835ea3-ebe2-573c-92fa-8cd380b0aac6

Check out the latest episode of The Strange Harbors Podcast where we share our reactions to the historic night at the #Oscars. #Parasite winning Best Picture is a moment I won’t forget ever

#AcademyAwards #movies #cinema",,,#Oscars #Parasite #AcademyAwards #movies #cinema,1227794517480226816,https://twitter.com/thewrongdayik/status/1227794517480226816
2020-02-13 03:18:31,arnoldopuerta_,,1,0,0,"JAJAJA @juanluisguerra eminem theacademy #Oscars2020 #Oscars
#arnoldopuerta #cine #cinefilo #cinefilos #pelicula #peliculas #movie #movies #septimoarte #humor #comedia #chiste #comedy #fun #joke #risas #risas… https://www.instagram.com/p/B8fd_z8HpqW/?igshid=1xzyu9y7zq9rm",,@JuanLuisGuerra,#Oscars2020 #Oscars #arnoldopuerta #cine #cinefilo #cinefilos #pelicula #peliculas #movie #movies #septimoarte #humor #comedia #chiste #comedy #fun #joke #risas #risas,1227794149765713920,https://twitter.com/arnoldopuerta_/status/1227794149765713920
2020-02-13 03:14:52,TReviewBuzzster,,0,0,2,"Here are some #MustWatch short animated #movies   you should watch if you haven't.
Click the link to see the full list:
https://www.instagram.com/p/B8fcjEInL3k/?igshid=6ag7qkjipkzu
.
#Oscars2020 ",,,#MustWatch #movies #Oscars2020,1227793231988940802,https://twitter.com/TReviewBuzzster/status/1227793231988940802
2020-02-13 03:00:00,cpx_tweet,,0,1,1,"It's #Oscars season, so this week, Life &amp; Faith goes to the movies! @SimonJonSmart + @JustineToh explore two new films about ordinary people standing up to the evils of Nazism: A Hidden Life and Jojo Rabbit. With input from @alissamarie + @michaelfrost6.",,@SimonJonSmart @JustineToh @alissamarie @michaelfrost6,#Oscars,1227789489650589697,https://twitter.com/cpx_tweet/status/1227789489650589697
2020-02-13 02:58:29,Unemployed_Ilu,,0,0,2,"In love with this director
#ゲーム #アニメ #マンガ #portrait #drawing #traditional #pic #sketch #art #portrait #ink #digital #digitalart #digitalillustration
#practice #日本 #color #traditionalart #comic #movies #oscar #oscars… https://www.instagram.com/p/B8fbtMBFwUT/?igshid=4nqwg4zd6ylq",,,#portrait #drawing #traditional #pic #sketch #art #portrait #ink #digital #digitalart #digitalillustration #practice #color #traditionalart #comic #movies #oscar #oscars,1227789110544412672,https://twitter.com/Unemployed_Ilu/status/1227789110544412672
2020-02-13 02:50:55,arnoldopuerta_,,0,0,1,"JAJAJA theacademy #Oscars2020 #Oscars
#arnoldopuerta #cine #cinefilo #cinefilos #pelicula #peliculas #movie #movies #septimoarte #humor #comedia #chiste #comedy #fun #joke #risas #risas #maracay #aragua #venezuela https://www.instagram.com/p/B8fa10enac2/?igshid=2h0zjoapo0k",,,#Oscars2020 #Oscars #arnoldopuerta #cine #cinefilo #cinefilos #pelicula #peliculas #movie #movies #septimoarte #humor #comedia #chiste #comedy #fun #joke #risas #risas #maracay #aragua #venezuela,1227787206435246081,https://twitter.com/arnoldopuerta_/status/1227787206435246081
2020-02-13 02:39:05,dianabeneartist,,0,0,0,"I just finished watching “it’s a Wonderful Life” for the first time in my life! GREAT #MOVIE &amp; #message for #society 1000 times better than any of the horrible movies nominated for Oscars nowadays! #values #family #tradition #faith #love  #JokerMovie   #Parasite #Oscars",,,#MOVIE #message #society #values #family #tradition #faith #love #JokerMovie #Parasite #Oscars,1227784227376287744,https://twitter.com/dianabeneartist/status/1227784227376287744
